text,span,label,ordinal
tidak bisa dibilang berobat ke luar negeri lalu mengatakan tidak nasionalisbrbr kita harus sadar mengapa orang indonesia berobat ke luar negeri karena pasien lebih percaya dengan dokter luar negeri jadi daripada mengatakan kalau mereka tidak nasionalis mengapa bukan dokter di indonesia yang harus menambah ilmu dan membuktikan bahwa mereka patut dipercayabrbr masalah berobat ke luar negeri itu hak selama pasien tersebut menggunakan uangnya sendiri dan mau mampu mengeluarkan uang ya tidak masalah kan mengapa tiba menjadi tidak nasionalisbrbr sebenarnya berobat ke luar negeri tidak selalu bagus karena pada kenyataan nya mertua saya sendiri berobat ke malay tapi sembuhnya toh dengan dokter indonesia jadi ini sebenarnya case by case ya tapi ada juga saudara yang diobok di dokter indonesia tapi sembuhnya di luar negeri sekali lagi ini case by casebrbr berobat ke luar negeri itu demi kesembuhan pasien dan salah satu hak pasien itu memilih dokter jadi masalah berobat ke luar negeri tidak perlu dipolitisasi atau dikritik mau pasien berobat di indonesia br a tambah ilmu dokterbr b upgrade peralatan kedokteranbr c tambah ilmu dokterbr d kurangi biaya pengobatan jadi tolong biaya obatobat an ditekan kalau daftar obat dari luar negeri biaya nya jangan mahal akrena itu nanti akan dibebankan ke masyarakat masa obat a misalnya di singapore dan di indo bisa lebih murah di singaporebr e tambah ilmu dokterbr f biaya jadi dokter jangan mahalmahal supaya dokter tidak fokus balek modalbr g tambah ilmu dokterbr h idem idem idem idem mendem,pelayanan,negatif,0
tidak bisa dibilang berobat ke luar negeri lalu mengatakan tidak nasionalisbrbr kita harus sadar mengapa orang indonesia berobat ke luar negeri karena pasien lebih percaya dengan dokter luar negeri jadi daripada mengatakan kalau mereka tidak nasionalis mengapa bukan dokter di indonesia yang harus menambah ilmu dan membuktikan bahwa mereka patut dipercayabrbr masalah berobat ke luar negeri itu hak selama pasien tersebut menggunakan uangnya sendiri dan mau mampu mengeluarkan uang ya tidak masalah kan mengapa tiba menjadi tidak nasionalisbrbr sebenarnya berobat ke luar negeri tidak selalu bagus karena pada kenyataan nya mertua saya sendiri berobat ke malay tapi sembuhnya toh dengan dokter indonesia jadi ini sebenarnya case by case ya tapi ada juga saudara yang diobok di dokter indonesia tapi sembuhnya di luar negeri sekali lagi ini case by casebrbr berobat ke luar negeri itu demi kesembuhan pasien dan salah satu hak pasien itu memilih dokter jadi masalah berobat ke luar negeri tidak perlu dipolitisasi atau dikritik mau pasien berobat di indonesia br a tambah ilmu dokterbr b upgrade peralatan kedokteranbr c tambah ilmu dokterbr d kurangi biaya pengobatan jadi tolong biaya obatobat an ditekan kalau daftar obat dari luar negeri biaya nya jangan mahal akrena itu nanti akan dibebankan ke masyarakat masa obat a misalnya di singapore dan di indo bisa lebih murah di singaporebr e tambah ilmu dokterbr f biaya jadi dokter jangan mahalmahal supaya dokter tidak fokus balek modalbr g tambah ilmu dokterbr h idem idem idem idem mendem,aksesibilitas,negatif,0
tidak bisa dibilang berobat ke luar negeri lalu mengatakan tidak nasionalisbrbr kita harus sadar mengapa orang indonesia berobat ke luar negeri karena pasien lebih percaya dengan dokter luar negeri jadi daripada mengatakan kalau mereka tidak nasionalis mengapa bukan dokter di indonesia yang harus menambah ilmu dan membuktikan bahwa mereka patut dipercayabrbr masalah berobat ke luar negeri itu hak selama pasien tersebut menggunakan uangnya sendiri dan mau mampu mengeluarkan uang ya tidak masalah kan mengapa tiba menjadi tidak nasionalisbrbr sebenarnya berobat ke luar negeri tidak selalu bagus karena pada kenyataan nya mertua saya sendiri berobat ke malay tapi sembuhnya toh dengan dokter indonesia jadi ini sebenarnya case by case ya tapi ada juga saudara yang diobok di dokter indonesia tapi sembuhnya di luar negeri sekali lagi ini case by casebrbr berobat ke luar negeri itu demi kesembuhan pasien dan salah satu hak pasien itu memilih dokter jadi masalah berobat ke luar negeri tidak perlu dipolitisasi atau dikritik mau pasien berobat di indonesia br a tambah ilmu dokterbr b upgrade peralatan kedokteranbr c tambah ilmu dokterbr d kurangi biaya pengobatan jadi tolong biaya obatobat an ditekan kalau daftar obat dari luar negeri biaya nya jangan mahal akrena itu nanti akan dibebankan ke masyarakat masa obat a misalnya di singapore dan di indo bisa lebih murah di singaporebr e tambah ilmu dokterbr f biaya jadi dokter jangan mahalmahal supaya dokter tidak fokus balek modalbr g tambah ilmu dokterbr h idem idem idem idem mendem,kualitas_diagnosis,negatif,0
lha kedokteran kita culturnya jelekbrpelayananya tdk seperti berobat ke luar negeridokter kita khan juaji sok ningratbrdan tdk dijamin qualitas sembuh jg pelayananbrkita jadi pasien suster bukan pasienya dokterbrsbb semuannya yg kita terima dari sustersang dokter di balik layar,fasilitas,negatif,0
lha kedokteran kita culturnya jelekbrpelayananya tdk seperti berobat ke luar negeridokter kita khan juaji sok ningratbrdan tdk dijamin qualitas sembuh jg pelayananbrkita jadi pasien suster bukan pasienya dokterbrsbb semuannya yg kita terima dari sustersang dokter di balik layar,pelayanan,negatif,0
kalau pakai bpjs operasi menunggu antri tapi kalau berbayar akan segera ditanganibr obatan pun bisa di tawarkan mau yg canggih mahal atau mau yg biasa harganya jauh berbedabr bagi yg berduit berobat berarti berwisata ke luar negeri berobat tapi berwisata juga atau simpanannya memang di bank luar negeri dan pakai asuransi internasionalbr umumnya rumah sakit di luar negeri adalah rumah sakit kristen yg jadi tujuan karena tujuan utama adalah pelayanan melayani manusia yg menderita adalah melayani tuhan rumah sakit kristen di luar negeri memang canggih,biaya,negatif,0
kalau pakai bpjs operasi menunggu antri tapi kalau berbayar akan segera ditanganibr obatan pun bisa di tawarkan mau yg canggih mahal atau mau yg biasa harganya jauh berbedabr bagi yg berduit berobat berarti berwisata ke luar negeri berobat tapi berwisata juga atau simpanannya memang di bank luar negeri dan pakai asuransi internasionalbr umumnya rumah sakit di luar negeri adalah rumah sakit kristen yg jadi tujuan karena tujuan utama adalah pelayanan melayani manusia yg menderita adalah melayani tuhan rumah sakit kristen di luar negeri memang canggih,fasilitas,negatif,0
kalau pakai bpjs operasi menunggu antri tapi kalau berbayar akan segera ditanganibr obatan pun bisa di tawarkan mau yg canggih mahal atau mau yg biasa harganya jauh berbedabr bagi yg berduit berobat berarti berwisata ke luar negeri berobat tapi berwisata juga atau simpanannya memang di bank luar negeri dan pakai asuransi internasionalbr umumnya rumah sakit di luar negeri adalah rumah sakit kristen yg jadi tujuan karena tujuan utama adalah pelayanan melayani manusia yg menderita adalah melayani tuhan rumah sakit kristen di luar negeri memang canggih,pelayanan,negatif,0
kalau pakai bpjs operasi menunggu antri tapi kalau berbayar akan segera ditanganibr obatan pun bisa di tawarkan mau yg canggih mahal atau mau yg biasa harganya jauh berbedabr bagi yg berduit berobat berarti berwisata ke luar negeri berobat tapi berwisata juga atau simpanannya memang di bank luar negeri dan pakai asuransi internasionalbr umumnya rumah sakit di luar negeri adalah rumah sakit kristen yg jadi tujuan karena tujuan utama adalah pelayanan melayani manusia yg menderita adalah melayani tuhan rumah sakit kristen di luar negeri memang canggih,aksesibilitas,negatif,0
kalau pakai bpjs operasi menunggu antri tapi kalau berbayar akan segera ditanganibr obatan pun bisa di tawarkan mau yg canggih mahal atau mau yg biasa harganya jauh berbedabr bagi yg berduit berobat berarti berwisata ke luar negeri berobat tapi berwisata juga atau simpanannya memang di bank luar negeri dan pakai asuransi internasionalbr umumnya rumah sakit di luar negeri adalah rumah sakit kristen yg jadi tujuan karena tujuan utama adalah pelayanan melayani manusia yg menderita adalah melayani tuhan rumah sakit kristen di luar negeri memang canggih,kualitas_diagnosis,positif,0
masalahnya berobat ke penang itu kabarnya lebih murah dan pelayanan lebih baikbrtarip dokter di indonesia lebih mahal dibanding malaysiabrsaya setuju disebut a nasionalis kalau biaya rumah sakitdokter kwalitas maupun pelayanan sudah kompetitif tapi masih pilih ke ln,biaya,negatif,0
masalahnya berobat ke penang itu kabarnya lebih murah dan pelayanan lebih baikbrtarip dokter di indonesia lebih mahal dibanding malaysiabrsaya setuju disebut a nasionalis kalau biaya rumah sakitdokter kwalitas maupun pelayanan sudah kompetitif tapi masih pilih ke ln,fasilitas,negatif,0
masalahnya berobat ke penang itu kabarnya lebih murah dan pelayanan lebih baikbrtarip dokter di indonesia lebih mahal dibanding malaysiabrsaya setuju disebut a nasionalis kalau biaya rumah sakitdokter kwalitas maupun pelayanan sudah kompetitif tapi masih pilih ke ln,pelayanan,negatif,0
masalahnya berobat ke penang itu kabarnya lebih murah dan pelayanan lebih baikbrtarip dokter di indonesia lebih mahal dibanding malaysiabrsaya setuju disebut a nasionalis kalau biaya rumah sakitdokter kwalitas maupun pelayanan sudah kompetitif tapi masih pilih ke ln,aksesibilitas,positif,0
masalahnya berobat ke penang itu kabarnya lebih murah dan pelayanan lebih baikbrtarip dokter di indonesia lebih mahal dibanding malaysiabrsaya setuju disebut a nasionalis kalau biaya rumah sakitdokter kwalitas maupun pelayanan sudah kompetitif tapi masih pilih ke ln,kualitas_diagnosis,negatif,0
cerita kakak ni santai tapi betul semua lagi sungai siput tu di bengkalis riau ya kak salam kenal ya bremg kualitas dokter di indonesia jauh banget dgn dokter di malaysia saya pernah ikut milis kesehatan yg isinya tidak hanya tinggal di indonesia tapi juga banyak yg tinggal di luar negri jadi ada salah satu member cerita bhw dia pernah bawa anaknya sakit batuk yg tidak kunjung sembuh dokter diluar tidak lgsg memberikan obat apalg antibiotik spt kebanyakan doktet di indonesia krn batukflu itu penyebabnya adalah virus bukan bakteri sdgkan antibiotik hanya efektif melawan bakteri penggunaan antibiotik yg tek tepat dpt menyebabkan resistensi antibiotik jadi flubatuk penangannya cukup istirahat yg cukup dan konsumsi vit c jadi intinya emg dokter disini suka asal diagnosa kdg gw berfikir mereka dulu kuliahnya gimana ya apa sering bolo atua gimana kok bisanya asal mgasi obat aja,fasilitas,positif,0
cerita kakak ni santai tapi betul semua lagi sungai siput tu di bengkalis riau ya kak salam kenal ya bremg kualitas dokter di indonesia jauh banget dgn dokter di malaysia saya pernah ikut milis kesehatan yg isinya tidak hanya tinggal di indonesia tapi juga banyak yg tinggal di luar negri jadi ada salah satu member cerita bhw dia pernah bawa anaknya sakit batuk yg tidak kunjung sembuh dokter diluar tidak lgsg memberikan obat apalg antibiotik spt kebanyakan doktet di indonesia krn batukflu itu penyebabnya adalah virus bukan bakteri sdgkan antibiotik hanya efektif melawan bakteri penggunaan antibiotik yg tek tepat dpt menyebabkan resistensi antibiotik jadi flubatuk penangannya cukup istirahat yg cukup dan konsumsi vit c jadi intinya emg dokter disini suka asal diagnosa kdg gw berfikir mereka dulu kuliahnya gimana ya apa sering bolo atua gimana kok bisanya asal mgasi obat aja,pelayanan,positif,0
cerita kakak ni santai tapi betul semua lagi sungai siput tu di bengkalis riau ya kak salam kenal ya bremg kualitas dokter di indonesia jauh banget dgn dokter di malaysia saya pernah ikut milis kesehatan yg isinya tidak hanya tinggal di indonesia tapi juga banyak yg tinggal di luar negri jadi ada salah satu member cerita bhw dia pernah bawa anaknya sakit batuk yg tidak kunjung sembuh dokter diluar tidak lgsg memberikan obat apalg antibiotik spt kebanyakan doktet di indonesia krn batukflu itu penyebabnya adalah virus bukan bakteri sdgkan antibiotik hanya efektif melawan bakteri penggunaan antibiotik yg tek tepat dpt menyebabkan resistensi antibiotik jadi flubatuk penangannya cukup istirahat yg cukup dan konsumsi vit c jadi intinya emg dokter disini suka asal diagnosa kdg gw berfikir mereka dulu kuliahnya gimana ya apa sering bolo atua gimana kok bisanya asal mgasi obat aja,aksesibilitas,positif,0
cerita kakak ni santai tapi betul semua lagi sungai siput tu di bengkalis riau ya kak salam kenal ya bremg kualitas dokter di indonesia jauh banget dgn dokter di malaysia saya pernah ikut milis kesehatan yg isinya tidak hanya tinggal di indonesia tapi juga banyak yg tinggal di luar negri jadi ada salah satu member cerita bhw dia pernah bawa anaknya sakit batuk yg tidak kunjung sembuh dokter diluar tidak lgsg memberikan obat apalg antibiotik spt kebanyakan doktet di indonesia krn batukflu itu penyebabnya adalah virus bukan bakteri sdgkan antibiotik hanya efektif melawan bakteri penggunaan antibiotik yg tek tepat dpt menyebabkan resistensi antibiotik jadi flubatuk penangannya cukup istirahat yg cukup dan konsumsi vit c jadi intinya emg dokter disini suka asal diagnosa kdg gw berfikir mereka dulu kuliahnya gimana ya apa sering bolo atua gimana kok bisanya asal mgasi obat aja,kualitas_diagnosis,negatif,0
kk penduduk yg sering berobat ke penang malaysia adalah orang tionghwa jakarta surabaya semarang medanlalu sisanya orang batak di medan pekanbaru dan dari kampung,aksesibilitas,positif,0
saya orang malaysia baru pulang dari acheh medan brastagibrbrada teman saya orang karo abangnya telah didiagnos kanker maka doktor dia juga orang karo jarang merekomendasi ke malaysia tapi kasus abang dia ini kerana mereka bersaudara dekat dia rekomendasi berobat ke penang malaysia,fasilitas,positif,0
saya orang malaysia baru pulang dari acheh medan brastagibrbrada teman saya orang karo abangnya telah didiagnos kanker maka doktor dia juga orang karo jarang merekomendasi ke malaysia tapi kasus abang dia ini kerana mereka bersaudara dekat dia rekomendasi berobat ke penang malaysia,pelayanan,positif,0
saya orang malaysia baru pulang dari acheh medan brastagibrbrada teman saya orang karo abangnya telah didiagnos kanker maka doktor dia juga orang karo jarang merekomendasi ke malaysia tapi kasus abang dia ini kerana mereka bersaudara dekat dia rekomendasi berobat ke penang malaysia,aksesibilitas,positif,0
warga indonesia kenapa berobat ke luar negeri itu bagi yang punya uang kalau di indonesia bagi pasien yang punya uang itu kesempatan di kura sampai kering bagi yang punya uang pa passan tetap berobat di indonesia bagi yang tidak punya uang siap saja maaf saya komen disini kenapa rm sakit di malaysia lebih mengutamakan nyawa manusia dari pada uang setiap pasien berobat di sana mereka tidak menanyakan uang nyawa lebih penting uang itu nomor sekian tidak punya uang pun mereka menanganinya dengan manusiawi saya liat di youtube orang indonesia yang pernah berobat di malaysia dan dokternya pun proposional mereka sangat puas pelayanannya dan tidak pandang siapa dia dan berasal dari negara manaini contoh negara yang mementingkan keselamatan nyawa manusia dari pada uangobat obatnya pun mantap bayar bisa di cicil sesuai kemampuan dan tidak di paksa dan lebih murah pembiayaannya dari pada di negeri sendiri,biaya,negatif,0
warga indonesia kenapa berobat ke luar negeri itu bagi yang punya uang kalau di indonesia bagi pasien yang punya uang itu kesempatan di kura sampai kering bagi yang punya uang pa passan tetap berobat di indonesia bagi yang tidak punya uang siap saja maaf saya komen disini kenapa rm sakit di malaysia lebih mengutamakan nyawa manusia dari pada uang setiap pasien berobat di sana mereka tidak menanyakan uang nyawa lebih penting uang itu nomor sekian tidak punya uang pun mereka menanganinya dengan manusiawi saya liat di youtube orang indonesia yang pernah berobat di malaysia dan dokternya pun proposional mereka sangat puas pelayanannya dan tidak pandang siapa dia dan berasal dari negara manaini contoh negara yang mementingkan keselamatan nyawa manusia dari pada uangobat obatnya pun mantap bayar bisa di cicil sesuai kemampuan dan tidak di paksa dan lebih murah pembiayaannya dari pada di negeri sendiri,pelayanan,negatif,0
warga indonesia kenapa berobat ke luar negeri itu bagi yang punya uang kalau di indonesia bagi pasien yang punya uang itu kesempatan di kura sampai kering bagi yang punya uang pa passan tetap berobat di indonesia bagi yang tidak punya uang siap saja maaf saya komen disini kenapa rm sakit di malaysia lebih mengutamakan nyawa manusia dari pada uang setiap pasien berobat di sana mereka tidak menanyakan uang nyawa lebih penting uang itu nomor sekian tidak punya uang pun mereka menanganinya dengan manusiawi saya liat di youtube orang indonesia yang pernah berobat di malaysia dan dokternya pun proposional mereka sangat puas pelayanannya dan tidak pandang siapa dia dan berasal dari negara manaini contoh negara yang mementingkan keselamatan nyawa manusia dari pada uangobat obatnya pun mantap bayar bisa di cicil sesuai kemampuan dan tidak di paksa dan lebih murah pembiayaannya dari pada di negeri sendiri,aksesibilitas,negatif,0
selama sistem pelayanan kesehatan amp kepastian perlindungan hukum di indonesia masih buruk kasar tidak prodesional maka jangan harap wni akan berhenti berobat ke luar negeri,fasilitas,negatif,0
selama sistem pelayanan kesehatan amp kepastian perlindungan hukum di indonesia masih buruk kasar tidak prodesional maka jangan harap wni akan berhenti berobat ke luar negeri,pelayanan,negatif,0
selama sistem pelayanan kesehatan amp kepastian perlindungan hukum di indonesia masih buruk kasar tidak prodesional maka jangan harap wni akan berhenti berobat ke luar negeri,aksesibilitas,positif,0
jangan disalahkan dong pakbrkan ini hukum pasar kalo pelayanan di luar negeri lebih baik dan biayanya tidak beda jauh pastilah orang akan tertarik berobat ke luar negeri,biaya,negatif,0
jangan disalahkan dong pakbrkan ini hukum pasar kalo pelayanan di luar negeri lebih baik dan biayanya tidak beda jauh pastilah orang akan tertarik berobat ke luar negeri,fasilitas,negatif,0
jangan disalahkan dong pakbrkan ini hukum pasar kalo pelayanan di luar negeri lebih baik dan biayanya tidak beda jauh pastilah orang akan tertarik berobat ke luar negeri,pelayanan,negatif,0
jangan disalahkan dong pakbrkan ini hukum pasar kalo pelayanan di luar negeri lebih baik dan biayanya tidak beda jauh pastilah orang akan tertarik berobat ke luar negeri,aksesibilitas,positif,0
jangan disalahkan dong pakbrkan ini hukum pasar kalo pelayanan di luar negeri lebih baik dan biayanya tidak beda jauh pastilah orang akan tertarik berobat ke luar negeri,kualitas_diagnosis,positif,0
jangan asal kesal pak presiden wajar banyak wni berobat ke luar negeri lebih murah lebih tepat diagnosanya diperlakukan lebih manusiawi,biaya,negatif,0
jangan asal kesal pak presiden wajar banyak wni berobat ke luar negeri lebih murah lebih tepat diagnosanya diperlakukan lebih manusiawi,pelayanan,negatif,0
jangan asal kesal pak presiden wajar banyak wni berobat ke luar negeri lebih murah lebih tepat diagnosanya diperlakukan lebih manusiawi,kualitas_diagnosis,negatif,0
bayangkan klo bayi baru lahir dengan kelainan jantung dibilang saya gak mau mengoperasi anak saudara krn terlalu kecil kecuali sdh membiru pertanyaannya knp hr menunggu itu anak jd biru aka sekarat baru tindakan saat konsul by email dgn dokter di malaysia mereka sangat responsif dan bilang segera bawa ke sini anak saudara butuh penanganan segera sebelum terlambat,pelayanan,negatif,0
banyak kawan saya yg berobat ke penang,general,negatif,0
kokori disarankan berobat ke penang malaysia kerana mentalnya sudah semakin teroksemakin rosak jiwa nya juga sudah parah,pelayanan,negatif,0
ada alasan kenapa sebagian orang indonesia lebih memilih berobat ke penang br bagi orang kaya atau mampu secara finansial dari sumatra mereka lebih memilih terbang ke penang daripada ke jakarta karena jarak lebih dekat waktu tempuh lebih dekat dan ongkos pesawat lebih murah jika terbang dari medan ke penang daripada terbang dari medan ke jakarta br menghindari antrian berobat yang lama jika orang sumatra berobat ke rumah sakit di jakarta karena antrian r di jakarta sungguh merisaukan br biaya berobat dan biaya operasi dari r di penang bisa lebih murah daripada atau ketimbang biaya berobat di jakarta br alasan berobat sekalian wisata melancong ke luar negeri yaitu ke penang alasan melancong adalah bonus,biaya,negatif,0
ada alasan kenapa sebagian orang indonesia lebih memilih berobat ke penang br bagi orang kaya atau mampu secara finansial dari sumatra mereka lebih memilih terbang ke penang daripada ke jakarta karena jarak lebih dekat waktu tempuh lebih dekat dan ongkos pesawat lebih murah jika terbang dari medan ke penang daripada terbang dari medan ke jakarta br menghindari antrian berobat yang lama jika orang sumatra berobat ke rumah sakit di jakarta karena antrian r di jakarta sungguh merisaukan br biaya berobat dan biaya operasi dari r di penang bisa lebih murah daripada atau ketimbang biaya berobat di jakarta br alasan berobat sekalian wisata melancong ke luar negeri yaitu ke penang alasan melancong adalah bonus,fasilitas,negatif,0
ada alasan kenapa sebagian orang indonesia lebih memilih berobat ke penang br bagi orang kaya atau mampu secara finansial dari sumatra mereka lebih memilih terbang ke penang daripada ke jakarta karena jarak lebih dekat waktu tempuh lebih dekat dan ongkos pesawat lebih murah jika terbang dari medan ke penang daripada terbang dari medan ke jakarta br menghindari antrian berobat yang lama jika orang sumatra berobat ke rumah sakit di jakarta karena antrian r di jakarta sungguh merisaukan br biaya berobat dan biaya operasi dari r di penang bisa lebih murah daripada atau ketimbang biaya berobat di jakarta br alasan berobat sekalian wisata melancong ke luar negeri yaitu ke penang alasan melancong adalah bonus,pelayanan,negatif,0
ada alasan kenapa sebagian orang indonesia lebih memilih berobat ke penang br bagi orang kaya atau mampu secara finansial dari sumatra mereka lebih memilih terbang ke penang daripada ke jakarta karena jarak lebih dekat waktu tempuh lebih dekat dan ongkos pesawat lebih murah jika terbang dari medan ke penang daripada terbang dari medan ke jakarta br menghindari antrian berobat yang lama jika orang sumatra berobat ke rumah sakit di jakarta karena antrian r di jakarta sungguh merisaukan br biaya berobat dan biaya operasi dari r di penang bisa lebih murah daripada atau ketimbang biaya berobat di jakarta br alasan berobat sekalian wisata melancong ke luar negeri yaitu ke penang alasan melancong adalah bonus,aksesibilitas,negatif,0
kenapa jokowo bilang ada juta warga info berobat krluar negeri brbrkarena jokowi ingin menghentikan warga indo berobat ke luar negeri brbrpernyataan jokowi digoreng oleh netizen malaydesh brbrhaiya gak punya malu,general,negatif,0
juta warga indo berobat ke malaydesh brbrhoax brbrjokowi bilangbr juta warga indo berobat ke luar negeri brbrbukan ke malaydesh,general,positif,0
mau mbak kiky dibilang menggiring opini faktabrtetap aja misal hasil pengobatan dan treatment yang ampuh yang akan dirasakan sebagai solusi dari pasien kalo realitanya sekarang bagaimana apa masyarakat lebih banyak pro berobat ke luar negeribrbrbeberapa ex president kita juga ada toh berobat ke luar negeri,pelayanan,negatif,0
mau mbak kiky dibilang menggiring opini faktabrtetap aja misal hasil pengobatan dan treatment yang ampuh yang akan dirasakan sebagai solusi dari pasien kalo realitanya sekarang bagaimana apa masyarakat lebih banyak pro berobat ke luar negeribrbrbeberapa ex president kita juga ada toh berobat ke luar negeri,kualitas_diagnosis,negatif,0
oknum perawatdokter kita mutunya kurang sering terjadi malpraktekbr cuek tidak ramah apalagi yg gratis pelayanan ditolak minimal ditunda ini terjadi bupati lampung marahquot kpd perawat yg menolak pasien alasan udah tutup jam kerja br fasilitas yg kurang mau cabut gigi mesinnya rusaklah pengalaman kami jugabr sistem yg amburadul sembuh gak sembuh hari harus keluar ini kami alami sendiribrkesimpulan br ini akibat korupsi yg merajalela karena oknum pejabat tidak lagi memikirkan nasib rakyat mau bangun rumah sakit mau beli alatquot modern meningkatkan honor perawatdr agar tidak ada kong x kong dg apotek khususnya masalah akhlaqpelayanan harus dibenahibrjadi bagi yg punya duit ya lebih nyaman berobat ke singapura apalagi pejabat negara hampir semua keluar negeri ramah dan yakin sembuh brmaka mari kita pilih pemimpin yg amanah dan mikirkan nasib rakyat agar negara ini gak amburadul oleh janji janji palsu mulu ok wassalam dan maaf,biaya,negatif,0
oknum perawatdokter kita mutunya kurang sering terjadi malpraktekbr cuek tidak ramah apalagi yg gratis pelayanan ditolak minimal ditunda ini terjadi bupati lampung marahquot kpd perawat yg menolak pasien alasan udah tutup jam kerja br fasilitas yg kurang mau cabut gigi mesinnya rusaklah pengalaman kami jugabr sistem yg amburadul sembuh gak sembuh hari harus keluar ini kami alami sendiribrkesimpulan br ini akibat korupsi yg merajalela karena oknum pejabat tidak lagi memikirkan nasib rakyat mau bangun rumah sakit mau beli alatquot modern meningkatkan honor perawatdr agar tidak ada kong x kong dg apotek khususnya masalah akhlaqpelayanan harus dibenahibrjadi bagi yg punya duit ya lebih nyaman berobat ke singapura apalagi pejabat negara hampir semua keluar negeri ramah dan yakin sembuh brmaka mari kita pilih pemimpin yg amanah dan mikirkan nasib rakyat agar negara ini gak amburadul oleh janji janji palsu mulu ok wassalam dan maaf,fasilitas,negatif,0
oknum perawatdokter kita mutunya kurang sering terjadi malpraktekbr cuek tidak ramah apalagi yg gratis pelayanan ditolak minimal ditunda ini terjadi bupati lampung marahquot kpd perawat yg menolak pasien alasan udah tutup jam kerja br fasilitas yg kurang mau cabut gigi mesinnya rusaklah pengalaman kami jugabr sistem yg amburadul sembuh gak sembuh hari harus keluar ini kami alami sendiribrkesimpulan br ini akibat korupsi yg merajalela karena oknum pejabat tidak lagi memikirkan nasib rakyat mau bangun rumah sakit mau beli alatquot modern meningkatkan honor perawatdr agar tidak ada kong x kong dg apotek khususnya masalah akhlaqpelayanan harus dibenahibrjadi bagi yg punya duit ya lebih nyaman berobat ke singapura apalagi pejabat negara hampir semua keluar negeri ramah dan yakin sembuh brmaka mari kita pilih pemimpin yg amanah dan mikirkan nasib rakyat agar negara ini gak amburadul oleh janji janji palsu mulu ok wassalam dan maaf,pelayanan,negatif,0
oknum perawatdokter kita mutunya kurang sering terjadi malpraktekbr cuek tidak ramah apalagi yg gratis pelayanan ditolak minimal ditunda ini terjadi bupati lampung marahquot kpd perawat yg menolak pasien alasan udah tutup jam kerja br fasilitas yg kurang mau cabut gigi mesinnya rusaklah pengalaman kami jugabr sistem yg amburadul sembuh gak sembuh hari harus keluar ini kami alami sendiribrkesimpulan br ini akibat korupsi yg merajalela karena oknum pejabat tidak lagi memikirkan nasib rakyat mau bangun rumah sakit mau beli alatquot modern meningkatkan honor perawatdr agar tidak ada kong x kong dg apotek khususnya masalah akhlaqpelayanan harus dibenahibrjadi bagi yg punya duit ya lebih nyaman berobat ke singapura apalagi pejabat negara hampir semua keluar negeri ramah dan yakin sembuh brmaka mari kita pilih pemimpin yg amanah dan mikirkan nasib rakyat agar negara ini gak amburadul oleh janji janji palsu mulu ok wassalam dan maaf,kualitas_diagnosis,negatif,0
pak jokowi sudah bersuara berkenaan isu warga indonesia lebih suka berobat ke malaysiadari juta yg berobat ke luar negeri juta memilih berobat ke malaysia,fasilitas,negatif,0
pak jokowi sudah bersuara berkenaan isu warga indonesia lebih suka berobat ke malaysiadari juta yg berobat ke luar negeri juta memilih berobat ke malaysia,aksesibilitas,negatif,0
kata siapa itu di penang banyak saudara kita yg di medan yg berobat ke penang karena lebih murah dibanding berobat di jakarta dan juga lebih dekat,biaya,negatif,0
kata siapa itu di penang banyak saudara kita yg di medan yg berobat ke penang karena lebih murah dibanding berobat di jakarta dan juga lebih dekat,aksesibilitas,negatif,0
belajar dulu kasus orang indonesia dulu banyak berobat ke singapura tapi sekarang lebih memilih malaysia apa sebabnya,aksesibilitas,positif,0
halomaaf br balassy googling kalau khusus lam wah ee adanya d medancoba kak ke jlpilar ma kebon jerukitu ada perwakilan berobat ke penang kalau sy googling,general,positif,0
kak maaf sy br ingetdr andrea ad d jakarta kakbs coba hubungi dr andrea ajaada d video sy yang berobat ke penang tanpa antria hrefwwwyoutubecomwatchvnkguqzbwayoutubenkguqzbwaa,pelayanan,positif,0
kak maaf sy br ingetdr andrea ad d jakarta kakbs coba hubungi dr andrea ajaada d video sy yang berobat ke penang tanpa antria hrefwwwyoutubecomwatchvnkguqzbwayoutubenkguqzbwaa,aksesibilitas,negatif,0
bila berkenan saya ingin urun saran sebaiknya untuk mama yg pengidap kecemasan mulai sekarang coba cari rumah sakit swasta di bekasi atau jkt dengan akreditasi yg sangat baik dan pastikan layanan dan dokternya profesional serta friendly saya pikir banyak kok layanan rumah sakit di indonesia yg baik jadi tidak perlu berobat jauh ke luar negeri apalagi bila sakitnya sudah parah betapa repotnya perlu diingat juga banyak dokter di malaysia yg kuliah di fak kedokteran di indonesia sejak puluhan tahun lalu hingga sekarang,fasilitas,positif,0
bila berkenan saya ingin urun saran sebaiknya untuk mama yg pengidap kecemasan mulai sekarang coba cari rumah sakit swasta di bekasi atau jkt dengan akreditasi yg sangat baik dan pastikan layanan dan dokternya profesional serta friendly saya pikir banyak kok layanan rumah sakit di indonesia yg baik jadi tidak perlu berobat jauh ke luar negeri apalagi bila sakitnya sudah parah betapa repotnya perlu diingat juga banyak dokter di malaysia yg kuliah di fak kedokteran di indonesia sejak puluhan tahun lalu hingga sekarang,pelayanan,positif,0
